persid,hhid,persno,primary_mode_raw,travel_mode_3,hhinc_group,hh_income_3,anzsco1,occupation_5,homesubregion_asgs_person,homeregion_asgs_person,region_3,studying,anywork,edu_status_3,agegroup,age_stage_4,totalvehs,veh_own_3,sex,relationship,owndwell,homelga,persinc,perspoststratweight,hhpoststratweight,main_journey_duration_min
Y24H6110237P02,Y24H6110237,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Managers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Male,Spouse,Being Purchased,Yarra Ranges (S),"$1,500-$1,749 ($78,000-$90,999)",605.307871359,788.2771163,20.0
Y24H6110301P02,Y24H6110301,2,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Male,Spouse,Fully Owned,Kingston (C),"$3,000-$3,499 ($156,000-$181,999)",434.101661349,608.1703368,32.0
Y24H6110302P02,Y24H6110302,2,Vehicle Driver,Private,"$6,000-$7,999 ($312,000-$415,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Unrelated,Being Purchased,Kingston (C),"$2,000-$2,999 ($104,000-$155,999)",1206.98528398,596.4019233,60.0
Y24H6110305P01,Y24H6110305,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Sales Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",70->74,Seniors,2,2+ cars,Male,Self,Fully Owned,Kingston (C),"$650-$799 ($33,800-$41,599)",396.367807047,521.3144424,15.0
Y24H6110305P02,Y24H6110305,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Sales Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",70->74,Seniors,2,2+ cars,Female,Spouse,Fully Owned,Kingston (C),"$650-$799 ($33,800-$41,599)",416.055136852,521.3144424,24.0
Y24H6110315P01,Y24H6110315,1,Train,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,3,2+ cars,Female,Self,Being Purchased,Kingston (C),"$1,750-$1,999 ($91,000-$103,999)",462.412247259,446.8707911,49.0
Y24H6110317P01,Y24H6110317,1,Bicycle,Active,"$4,000-$4,499 ($208,000-$233,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,1,1 car,Male,Self,Being Rented,Kingston (C),"$1,500-$1,749 ($78,000-$90,999)",579.665973326,454.9569651,5.0
Y24H6110317P03,Y24H6110317,3,Public Bus,Public,"$4,000-$4,499 ($208,000-$233,999)",High,Professionals,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,1,1 car,Female,Other relative,Being Rented,Kingston (C),"$500-$649 ($26,000-$33,799)",838.663064533,454.9569651,17.0
Y24H6110324P02,Y24H6110324,2,Vehicle Driver,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Female,Spouse,Fully Owned,Kingston (C),"$1,500-$1,749 ($78,000-$90,999)",369.966024723,506.6525337,16.0
Y24H6110324P04,Y24H6110324,4,Train,Public,"$3,000-$3,499 ($156,000-$181,999)",High,Clerical and Administrative Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Child,Fully Owned,Kingston (C),"$500-$649 ($26,000-$33,799)",475.270304429,506.6525337,61.0
Y24H6110329P02,Y24H6110329,2,Vehicle Passenger,Private,"$800-$999 ($41,600-$51,999)",Medium,Community and Personal Service Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,1,1 car,Female,Child,Being Rented,Kingston (C),"$1-$149 ($1-$7,799)",157.458186746,376.7436174,12.0
Y24H6110338P01,Y24H6110338,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Rented,Kingston (C),"$1,250-$1,499 ($65,000-$77,999)",510.314452849,511.5781165,30.0
Y24H6110504P01,Y24H6110504,1,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Rented,Melton (S),"$150-$299 ($7,800-$15,599)",727.58918962,994.4577565,20.0
Y24H6110504P02,Y24H6110504,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Other relative,Being Rented,Melton (S),"$1,500-$1,749 ($78,000-$90,999)",847.487661193,994.4577565,50.0
Y24H6110520P03,Y24H6110520,3,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Being Rented,Melton (S),Nil income,1863.735314655,1505.152291,16.0
Y24H6110533P01,Y24H6110533,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Male,Self,Being Purchased,Melton (S),"$1,750-$1,999 ($91,000-$103,999)",1159.312526834,1089.77837,17.0
Y24H6110541P01,Y24H6110541,1,Vehicle Driver,Private,"$1,500-$1,749 ($78,000-$90,999)",Medium,Managers,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Self,Being Purchased,Melton (S),"$1,250-$1,499 ($65,000-$77,999)",960.407360577,1324.871558,31.0
Y24H6116103P01,Y24H6116103,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Male,Self,Fully Owned,Moira (S),"$1,250-$1,499 ($65,000-$77,999)",295.921344563,260.4173806,3.5
Y24H6116109P01,Y24H6116109,1,Bicycle,Active,"$2,000-$2,499 ($104,000-$129,999)",High,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",75->79,Seniors,2,2+ cars,Male,Self,Fully Owned,Moira (S),"$1,000-$1,249 ($52,000-$64,999)",170.930702677,134.3448469,10.0
Y24H6116115P01,Y24H6116115,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Clerical and Administrative Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",70->74,Seniors,2,2+ cars,Female,Self,Fully Owned,Moira (S),"$1,750-$1,999 ($91,000-$103,999)",137.265146431,148.2799816,45.0
Y24H6116119P01,Y24H6116119,1,Walking,Active,"$150-$299 ($7,800-$15,599)",Low,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",20->24,Young Adults,2,2+ cars,Male,Self,Being Purchased,Moira (S),"$1-$149 ($1-$7,799)",161.646232867,137.6243311,10.0
Y24H6116124P01,Y24H6116124,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Self,Being Purchased,Moira (S),"$2,000-$2,999 ($104,000-$155,999)",190.474230642,65.42193558,17.0
Y24H6116125P01,Y24H6116125,1,Vehicle Driver,Private,,Unknown,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Female,Self,Being Purchased,Moira (S),Negative income,130.955933626,103.0841523,37.0
Y24H6116136P01,Y24H6116136,1,Bicycle,Active,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,3,2+ cars,Female,Self,Being Purchased,Moira (S),"$2,000-$2,999 ($104,000-$155,999)",208.235104435,168.1566297,4.5
Y24H6116136P02,Y24H6116136,2,Bicycle,Active,"$5,000-$5,999 ($260,000-$311,999)",High,Labourers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,3,2+ cars,Male,Spouse,Being Purchased,Moira (S),"$1,000-$1,249 ($52,000-$64,999)",263.735724737,168.1566297,4.0
Y24H6116139P02,Y24H6116139,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Spouse,Fully Owned,Moira (S),"$800-$999 ($41,600-$51,999)",66.458863416,82.81109991,5.0
Y24H6116212P01,Y24H6116212,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,1,1 car,Male,Self,Being Rented,Moira (S),"$2,000-$2,999 ($104,000-$155,999)",171.590922358,232.3659931,10.0
Y24H6116218P01,Y24H6116218,1,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Technicians and Trades Workers,Trades/Labourers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",65->69,Seniors,2,2+ cars,Male,Self,Fully Owned,Moira (S),"$150-$299 ($7,800-$15,599)",247.611768429,231.8710797,10.0
Y24H6116218P02,Y24H6116218,2,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Clerical and Administrative Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",65->69,Seniors,2,2+ cars,Female,Spouse,Fully Owned,Moira (S),"$500-$649 ($26,000-$33,799)",195.504278041,231.8710797,10.0
Y24H6116219P01,Y24H6116219,1,Walking,Active,"$650-$799 ($33,800-$41,599)",Low,Sales Workers,Clerical/Service workers,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",55->59,Adults,0,No car,Male,Self,Being Rented,Moira (S),"$650-$799 ($33,800-$41,599)",186.689977448,252.8129194,10.0
Y24H6116234P02,Y24H6116234,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Professionals,Managers/Professionals,Other,Shepparton SA4,Regional Victoria,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Spouse,Being Purchased,Moira (S),"$1,500-$1,749 ($78,000-$90,999)",199.465257743,248.5437839,42.0
Y24H6120108P02,Y24H6120108,2,Vehicle Driver,Private,"$1,000-$1,249 ($52,000-$64,999)",Medium,Machinery Operators and Drivers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,1,1 car,Male,Child,Fully Owned,Casey (C),"$1,000-$1,249 ($52,000-$64,999)",555.447249976,599.1557852,12.0
Y24H6120116P01,Y24H6120116,1,Vehicle Driver,Private,"$800-$999 ($41,600-$51,999)",Medium,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",70->74,Seniors,1,1 car,Male,Self,Being Rented,Casey (C),"$800-$999 ($41,600-$51,999)",471.706210535,638.1093439,10.0
Y24H6120124P02,Y24H6120124,2,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Male,Spouse,Fully Owned,Casey (C),"$1,000-$1,249 ($52,000-$64,999)",741.591455441,856.3309197,18.0
Y24H6120124P03,Y24H6120124,3,Vehicle Driver,Private,"$2,000-$2,499 ($104,000-$129,999)",High,Labourers,Trades/Labourers,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,3,2+ cars,Male,Child,Fully Owned,Casey (C),"$1,000-$1,249 ($52,000-$64,999)",1081.104753154,856.3309197,21.0
Y24H6120126P01,Y24H6120126,1,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",65->69,Seniors,1,1 car,Female,Self,Fully Owned,Casey (C),"$1,750-$1,999 ($91,000-$103,999)",345.261030253,741.9737524,10.0
Y24H6120128P02,Y24H6120128,2,Vehicle Passenger,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Professionals,Managers/Professionals,MELB - Outer,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Spouse,Fully Owned,Casey (C),"$3,000-$3,499 ($156,000-$181,999)",927.969912662,951.9127996,6.0
Y24H6120138P04,Y24H6120138,4,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,No,Currently Studying,15->19,Children,3,2+ cars,Male,Child,Fully Owned,Casey (C),"$150-$299 ($7,800-$15,599)",1964.053683605,832.1456781,71.0
Y24H6120142P03,Y24H6120142,3,Vehicle Passenger,Private,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Student,MELB - Outer,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,2,2+ cars,Female,Child,Fully Owned,Casey (C),"$150-$299 ($7,800-$15,599)",656.48880239,951.9127996,2.0
Y24H6120201P02,Y24H6120201,2,Public Bus,Public,"$1-$149 ($1-$7,799)",Low,Clerical and Administrative Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Yes,Currently Studying,15->19,Children,1,1 car,Male,Child,Being Purchased,Whitehorse (C),"$1-$149 ($1-$7,799)",203.649465616,434.3012703,52.0
Y24H6120201P03,Y24H6120201,3,Public Bus,Public,"$1-$149 ($1-$7,799)",Low,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,1,1 car,Male,Child,Being Purchased,Whitehorse (C),Nil income,371.409315262,434.3012703,52.0
Y24H6120202P02,Y24H6120202,2,Vehicle Driver,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Female,Spouse,Being Purchased,Whitehorse (C),"$1,750-$1,999 ($91,000-$103,999)",621.640300506,579.3165676,70.0
Y24H6120202P03,Y24H6120202,3,School Bus,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,2,2+ cars,Male,Child,Being Purchased,Whitehorse (C),Nil income,495.424684248,579.3165676,15.0
Y24H6120202P04,Y24H6120202,4,Vehicle Passenger,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Whitehorse (C),Nil income,556.647862954,579.3165676,3.0
Y24H6120209P01,Y24H6120209,1,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,3,2+ cars,Male,Self,Being Rented,Whitehorse (C),"$1,250-$1,499 ($65,000-$77,999)",935.583709975,743.9202624,11.0
Y24H6120211P01,Y24H6120211,1,Vehicle Driver,Private,"$650-$799 ($33,800-$41,599)",Low,Machinery Operators and Drivers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Male,Self,Being Purchased,Whitehorse (C),"$300-$399 ($15,600-$20,799)",801.124731599,555.4807528,30.0
Y24H6120211P03,Y24H6120211,3,Vehicle Passenger,Private,"$650-$799 ($33,800-$41,599)",Low,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Female,Child,Being Purchased,Whitehorse (C),Nil income,533.744745533,555.4807528,23.0
Y24H6120219P02,Y24H6120219,2,Vehicle Driver,Private,"$1,750-$1,999 ($91,000-$103,999)",Medium,Technicians and Trades Workers,Trades/Labourers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Male,Spouse,Being Rented,Whitehorse (C),"$1,500-$1,749 ($78,000-$90,999)",1292.870684326,546.2449936,15.0
Y24H6120225P01,Y24H6120225,1,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Clerical and Administrative Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,2,2+ cars,Female,Self,Being Rented,Whitehorse (C),"$1,250-$1,499 ($65,000-$77,999)",569.484157148,613.4834134,39.0
Y24H6120225P02,Y24H6120225,2,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Male,Spouse,Being Rented,Whitehorse (C),"$2,000-$2,999 ($104,000-$155,999)",510.058448485,613.4834134,61.0
Y24H6120234P01,Y24H6120234,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Sales Workers,Clerical/Service workers,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,3,2+ cars,Male,Self,Being Purchased,Whitehorse (C),"$1,750-$1,999 ($91,000-$103,999)",396.523765792,559.4563677,15.0
Y24H6120234P03,Y24H6120234,3,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Sales Workers,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,3,2+ cars,Male,Child,Being Purchased,Whitehorse (C),"$400-$499 ($20,800-$25,999)",373.662178279,559.4563677,15.0
Y24H6120237P02,Y24H6120237,2,Train,Public,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,1,1 car,Male,Spouse,Being Rented,Whitehorse (C),"$3,000-$3,499 ($156,000-$181,999)",369.462068587,533.2283867,47.0
Y24H6120237P03,Y24H6120237,3,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Rented,Whitehorse (C),Nil income,512.363116339,533.2283867,13.0
Y24H6120237P04,Y24H6120237,4,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Male,Child,Being Rented,Whitehorse (C),Nil income,536.417134757,533.2283867,13.0
Y24H6120238P01,Y24H6120238,1,Train,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Managers,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",40->44,Adults,2,2+ cars,Male,Self,Being Purchased,Whitehorse (C),"$3,000-$3,499 ($156,000-$181,999)",403.51432341,582.3745114,50.0
Y24H6120238P02,Y24H6120238,2,Train,Public,"$5,000-$5,999 ($260,000-$311,999)",High,Professionals,Managers/Professionals,MELB - Middle,Greater Melbourne,Outer Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Spouse,Being Purchased,Whitehorse (C),"$1,500-$1,749 ($78,000-$90,999)",439.221329659,582.3745114,80.0
Y24H6120238P03,Y24H6120238,3,Vehicle Passenger,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,10->14,Children,2,2+ cars,Male,Child,Being Purchased,Whitehorse (C),Nil income,586.764063225,582.3745114,15.0
Y24H6120238P04,Y24H6120238,4,Vehicle Passenger,Private,"$5,000-$5,999 ($260,000-$311,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,2,2+ cars,Male,Child,Being Purchased,Whitehorse (C),Nil income,585.857157205,582.3745114,15.0
Y24H6120241P03,Y24H6120241,3,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,No,Currently Studying,15->19,Children,3,2+ cars,Male,Child,Being Purchased,Whitehorse (C),Nil income,520.844683506,609.0410185,9.0
Y24H6120241P04,Y24H6120241,4,Vehicle Passenger,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Middle,Greater Melbourne,Outer Melbourne,Secondary,Not applicable,Currently Studying,10->14,Children,3,2+ cars,Male,Child,Being Purchased,Whitehorse (C),Nil income,567.257758609,609.0410185,9.0
Y24H6120301P01,Y24H6120301,1,Train,Public,"$500-$649 ($26,000-$33,799)",Low,Clerical and Administrative Workers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Part-time TAFE/Uni,Yes,Currently Studying,25->29,Young Adults,0,No car,Female,Self,Fully Owned,Port Phillip (C),"$300-$399 ($15,600-$20,799)",428.804327929,386.786601,46.0
Y24H6120303P02,Y24H6120303,2,Walking,Active,"$6,000-$7,999 ($312,000-$415,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",55->59,Adults,2,2+ cars,Female,Spouse,Being Purchased,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",366.292728105,543.7692057,30.0
Y24H6120303P03,Y24H6120303,3,Bicycle,Active,"$6,000-$7,999 ($312,000-$415,999)",High,Technicians and Trades Workers,Trades/Labourers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",25->29,Young Adults,2,2+ cars,Female,Child,Being Purchased,Port Phillip (C),"$1,500-$1,749 ($78,000-$90,999)",1831.511107631,543.7692057,30.0
Y24H6120304P01,Y24H6120304,1,Vehicle Driver,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Managers,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",50->54,Adults,1,1 car,Female,Self,Being Purchased,Port Phillip (C),"$3,000-$3,499 ($156,000-$181,999)",344.170644551,525.384302,27.0
Y24H6120317P01,Y24H6120317,1,Train,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Male,Self,Being Purchased,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",418.972655701,384.691826,66.0
Y24H6120317P03,Y24H6120317,3,Walking,Active,"$2,500-$2,999 ($130,000-$155,999)",High,Not in Work Force,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Primary,Not applicable,Currently Studying,5->9,Children,1,1 car,Female,Child,Being Purchased,Port Phillip (C),Nil income,316.776761588,384.691826,10.0
Y24H6120318P01,Y24H6120318,1,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Self,Being Purchased,Port Phillip (C),"$1,500-$1,749 ($78,000-$90,999)",389.038453129,540.7810925,26.0
Y24H6120318P02,Y24H6120318,2,Vehicle Driver,Private,"$2,500-$2,999 ($130,000-$155,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",35->39,Adults,2,2+ cars,Female,Spouse,Being Purchased,Port Phillip (C),"$800-$999 ($41,600-$51,999)",633.589178807,540.7810925,14.0
Y24H6120318P03,Y24H6120318,3,Tram,Public,"$2,500-$2,999 ($130,000-$155,999)",High,Sales Workers,Student,MELB - Inner,Greater Melbourne,Inner Melbourne,Full-time TAFE/Uni,Yes,Currently Studying,20->24,Young Adults,2,2+ cars,Female,Child,Being Purchased,Port Phillip (C),"$1-$149 ($1-$7,799)",700.323739809,540.7810925,49.0
Y24H6120325P02,Y24H6120325,2,Walking,Active,"$3,000-$3,499 ($156,000-$181,999)",High,Community and Personal Service Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,1,1 car,Female,Spouse,Fully Owned,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",614.519228568,533.0079864,6.0
Y24H6120329P01,Y24H6120329,1,Vehicle Passenger,Private,"$3,500-$3,999 ($182,000-$207,999)",High,Professionals,Managers/Professionals,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",30->34,Adults,1,1 car,Female,Self,Being Rented,Port Phillip (C),"$2,000-$2,999 ($104,000-$155,999)",527.485199475,492.8772923,25.0
Y24H6120330P02,Y24H6120330,2,Vehicle Driver,Private,"$1,250-$1,499 ($65,000-$77,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",60->64,Seniors,2,2+ cars,Male,Unrelated,Being Purchased,Port Phillip (C),"$800-$999 ($41,600-$51,999)",964.082697445,819.2614767,14.0
Y24H6120331P01,Y24H6120331,1,Train,Public,"$800-$999 ($41,600-$51,999)",Medium,Community and Personal Service Workers,Clerical/Service workers,MELB - Inner,Greater Melbourne,Inner Melbourne,No Study,Yes,"Finished Studying, Working",45->49,Adults,1,1 car,Female,Self,Fully Owned,Port Phillip (C),"$800-$999 ($41,600-$51,999)",1300.496678326,558.8137197,51.0
